DataYear,BuildingName,BuildingType,Latitude,Longitude,Neighborhood,CouncilDistrictCode,YearBuilt,NumberofFloors,PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,ENERGYSTARScore,SiteEUIWN(kBtu/sf),SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SourceEUIWN(kBtu/sf),SourceEUI(kBtu/sf),LargestPropertyUseType,LargestPropertyUseTypeGFA,Electricity(kWh),SteamUse(kBtu),NaturalGas(therms),EPAPropertyType,ComplianceStatus,ComplianceIssue,Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,NumberofBuildings
2019,TOSCANO CONDOMINIUM,Multifamily LR (1-4),47.62747,-122.35447,MAGNOLIA / QUEEN ANNE,7.0,1999,4,28766,28766,0,72.97791381968165,28.2,28.2,812200.0,811544.0,62.0,62.2,Multifamily Housing,28766.0,156930.0,12048202.094594594,2761.0,Multifamily LR (1-4),Compliant,No Issue,535447.0,276097.0,18.0,0.6,
2019,TOWNE TERRACE CONDOMINIUM,Multifamily LR (1-4),47.62741,-122.34577,MAGNOLIA / QUEEN ANNE,7.0,1981,4,24570,24570,0,67.0,29.4,29.5,721917.0,724331.0,82.3,82.5,Multifamily Housing,24570.0,212289.0,12048202.094594594,22504.475928677562,Multifamily LR (1-4),Compliant,No Issue,724331.0,2247779.528766311,4.5,0.2,
2019,TRACE LOFTS,Multifamily MR (5-9),47.61323,-122.31641,EAST,3.0,2007,5,50749,50749,0,76.0,31.0,30.8,1573012.0,1565257.0,85.8,85.4,Multifamily Housing,39432.0,450420.0,12048202.094594594,284.0,Multifamily MR (5-9),Compliant,No Issue,1536833.0,28424.0,11.0,0.2,
2019,TRACE NORTH,Multifamily MR (5-9),47.61343,-122.31641,EAST,3.0,2007,6,91520,91520,0,46.0,38.6,38.4,3528779.0,3515496.0,105.5,105.1,Multifamily Housing,82368.0,992992.0,12048202.094594594,1274.0,Multifamily MR (5-9),Compliant,No Issue,3388088.0,127408.0,27.7,0.3,
2019,TRAMONTI AT LAKE UNION CONDOMINIUM,Multifamily LR (1-4),47.64786,-122.32378,LAKE UNION,4.0,2004,4,62504,51376,11128,92.0,34.5,34.4,1440791.0,1438403.0,74.8,74.6,Multifamily Housing,41811.0,269258.0,12048202.094594594,5197.0,Multifamily LR (1-4),Compliant,No Issue,918708.0,519696.0,33.3,0.6,
2019,TRAUGOTT TERRACE,Multifamily MR (5-9),47.6148,-122.34568,DOWNTOWN,7.0,2003,7,39962,39962,0,72.97791381968165,40.3,40.0,1611053.0,1596533.0,78.9,78.6,Multifamily Housing,39962.0,245099.0,12048202.094594594,7603.0,Multifamily MR (5-9),Compliant,No Issue,836277.0,760256.0,45.5,1.1,
2019,THE TRAVELERS HOTEL,NonResidential,47.60195,-122.33516,DOWNTOWN,7.0,1913,3,43878,43878,0,72.97791381968165,32.0,32.0,1052590.0,1052590.0,78.7,78.7,Multifamily Housing,12000.0,248294.0,12048202.094594594,2054.0,Mixed Use Property,Compliant,No Issue,847178.0,205412.0,16.1,0.4,
2019,ON THE BOARDS,NonResidential,47.62591,-122.35843,MAGNOLIA / QUEEN ANNE,7.0,1912,3,34976,34976,0,72.97791381968165,23.9,23.9,835703.0,837394.0,55.6,55.5,Performing Arts,34976.0,178135.0,12048202.094594594,2296.0,Performing Arts,Compliant,No Issue,607796.0,229598.0,15.9,0.5,
2019,HAMRICK APTS,Multifamily LR (1-4),47.62584,-122.35896,MAGNOLIA / QUEEN ANNE,7.0,1947,3,22604,22604,0,59.0,60.6,59.2,1370768.0,1337315.0,79.3,77.8,Multifamily Housing,22604.0,59306.0,12048202.094594594,11350.0,Multifamily LR (1-4),Compliant,No Issue,202352.0,1134963.0,61.5,2.7,
2019,DELAMAR APTS,Multifamily LR (1-4),47.62662,-122.35876,MAGNOLIA / QUEEN ANNE,7.0,1909,4,46296,46296,0,15.0,79.4,77.7,3674677.0,3594915.0,95.9,94.1,Multifamily Housing,46296.0,97613.0,12048202.094594594,32619.0,Multifamily LR (1-4),Compliant,No Issue,333054.0,3261861.0,175.3,3.8,
2019,GLEN EDEN APTS,Multifamily LR (1-4),47.62752,-122.35831,MAGNOLIA / QUEEN ANNE,7.0,1929,3,36282,31400,4882,97.0,31.5,31.0,988513.0,973993.0,65.8,64.6,Multifamily Housing,31400.0,168651.0,12048202.094594594,3986.0,Multifamily LR (1-4),Compliant,No Issue,575438.0,398555.0,24.7,0.8,
2019,OLYMPIC WEST APTS,Multifamily MR (5-9),47.62692,-122.35893,MAGNOLIA / QUEEN ANNE,7.0,1970,9,54820,44547,10273,44.0,59.8,58.9,2662136.0,2623058.0,145.4,143.1,Multifamily Housing,44547.0,606081.0,12048202.094594594,5551.0,Multifamily MR (5-9),Compliant,No Issue,2067947.0,555111.0,42.2,0.9,
2019,HADLEY HOUSE COOP APTS,Multifamily MR (5-9),47.62747,-122.35961,MAGNOLIA / QUEEN ANNE,7.0,1960,6,44016,37296,6720,100.0,21.4,21.3,798518.0,793738.0,59.9,59.6,Multifamily Housing,37296.0,232631.0,12048202.094594594,22504.475928677562,Multifamily MR (5-9),Not Compliant,Account Requires Verification,793738.0,2247779.528766311,4.9,0.1,
2019,OLYMPUS MANOR COOP APT,Multifamily LR (1-4),47.627,-122.36028,MAGNOLIA / QUEEN ANNE,7.0,1930,3,31552,28564,2988,69.0,56.4,55.0,1780696.0,1735948.0,74.7,73.2,Multifamily Housing,31552.0,81390.0,12048202.094594594,14582.0,Multifamily LR (1-4),Compliant,No Issue,277703.0,1458245.0,79.2,2.8,
2019,OLYMPIC ARMS & GRAYSON,Multifamily LR (1-4),47.62643,-122.35956,MAGNOLIA / QUEEN ANNE,7.0,1925,3,29533,29533,0,97.0,45.4,45.3,1339432.0,1337875.0,62.4,62.3,Multifamily Housing,29533.0,72961.0,12048202.094594594,10889.0,Multifamily LR (1-4),Compliant,No Issue,248944.0,1088931.0,59.4,2.0,
2019,VIKING APT,Multifamily LR (1-4),47.6261,-122.35953,MAGNOLIA / QUEEN ANNE,7.0,1930,3,20688,20688,0,58.0,60.2,59.2,1245466.0,1224137.0,81.2,80.2,Multifamily Housing,20688.0,62462.0,12048202.094594594,10110.0,Multifamily LR (1-4),Compliant,No Issue,213122.0,1011015.0,55.0,2.7,
2019,HALLMARK APTS,Multifamily LR (1-4),47.60304,-122.33362,DOWNTOWN,7.0,1946,3,22972,22972,0,63.0,59.9,58.4,1376388.0,1341103.0,76.6,75.0,Multifamily Housing,22972.0,52757.0,12048202.094594594,11611.0,Multifamily LR (1-4),Compliant,No Issue,180006.0,1161097.0,62.8,2.7,
2019,LOW INCOME ELDERLY APT,Multifamily LR (1-4),47.62611,-122.36129,MAGNOLIA / QUEEN ANNE,7.0,1985,4,49034,45494,3540,95.0,25.7,25.4,1259290.0,1247225.0,71.9,71.2,Multifamily Housing,49034.0,365541.0,12048202.094594594,22504.475928677562,Multifamily LR (1-4),Compliant,No Issue,1247225.0,2247779.528766311,7.7,0.2,
2019,CHELSEA COURT APTS,Multifamily LR (1-4),47.62782,-122.36583,MAGNOLIA / QUEEN ANNE,7.0,1907,4,38407,38407,0,69.0,31.6,31.3,1212109.0,1201576.0,88.4,87.6,Multifamily Housing,38407.0,352162.0,12048202.094594594,22504.475928677562,Multifamily LR (1-4),Compliant,No Issue,1201576.0,2247779.528766311,7.4,0.2,
2019,SKYLINE HOUSE APTS,Multifamily MR (5-9),47.62767,-122.36518,MAGNOLIA / QUEEN ANNE,7.0,1955,6,88422,75086,13336,76.0,70.8,69.7,5315862.0,5233293.0,98.8,97.7,Multifamily Housing,75086.0,307796.0,12048202.094594594,41831.0,Multifamily MR (5-9),Compliant,No Issue,1050198.0,4183095.0,228.6,3.0,
2019,KINNEAR APTS,Multifamily LR (1-4),47.62862,-122.36827,MAGNOLIA / QUEEN ANNE,7.0,1907,4,34498,34498,0,100.0,26.0,25.6,898051.0,883055.0,34.7,34.3,Multifamily Housing,34498.0,42781.0,12048202.094594594,7371.0,Multifamily LR (1-4),Not Compliant,Account Requires Verification,145969.0,737086.0,40.0,1.2,
2019,HILLCOURT APTS,Multifamily LR (1-4),47.73052,-122.29555,NORTH,5.0,1985,4,56074,56074,0,80.0,28.1,27.9,1578135.0,1563008.0,78.8,78.0,Multifamily Housing,56074.0,458092.0,12048202.094594594,22504.475928677562,Multifamily LR (1-4),Compliant,No Issue,1563009.0,2247779.528766311,9.6,0.2,
2019,DEL MAR APTS,Multifamily LR (1-4),47.73108,-122.29422,NORTH,5.0,1981,4,43132,43132,0,65.0,27.9,27.5,1201974.0,1187477.0,78.0,77.1,Multifamily Housing,43132.0,348030.0,12048202.094594594,22504.475928677562,Multifamily LR (1-4),Compliant,No Issue,1187477.0,2247779.528766311,7.3,0.2,
2019,PARKWAY 1 APARTMENTS,Multifamily MR (5-9),47.73072,-122.29476,NORTH,5.0,1968,5,25671,25671,0,95.0,27.3,27.0,700440.0,693640.0,76.4,75.7,Multifamily Housing,25671.0,203294.0,12048202.094594594,22504.475928677562,Multifamily MR (5-9),Compliant,No Issue,693640.0,2247779.528766311,4.3,0.2,
2019,PARKWAY 2 APARTMENTS,Multifamily LR (1-4),47.73082,-122.29418,NORTH,5.0,1993,4,31379,25550,5829,78.0,28.2,27.8,884555.0,873090.0,78.9,77.9,Multifamily Housing,31379.0,255888.0,12048202.094594594,22504.475928677562,Multifamily LR (1-4),Compliant,No Issue,873090.0,2247779.528766311,5.4,0.2,
2019,HIDDEN STREAMS APARTMENT,Multifamily LR (1-4),47.73014,-122.29514,NORTH,5.0,1969,4,24052,24052,0,86.0,24.7,24.4,594619.0,586968.0,69.2,68.3,Multifamily Housing,24052.0,172031.0,12048202.094594594,22504.475928677562,Multifamily LR (1-4),Compliant,No Issue,586968.0,2247779.528766311,3.6,0.2,
2019,PROMENADE @ THE PARK APTS,Multifamily MR (5-9),47.73182,-122.29322,NORTH,5.0,2003,6,119355,72985,46370,81.0,28.0,27.8,2044269.0,2029769.0,78.4,77.9,Multifamily Housing,72985.0,594891.0,12048202.094594594,22504.475928677562,Multifamily MR (5-9),Compliant,No Issue,2029769.0,2247779.528766311,12.5,0.2,
2019,SALMON BAY WATERWAY,NonResidential,47.65674,-122.37223,MAGNOLIA / QUEEN ANNE,1.0,1957,1,38255,38255,0,62.0,34.7,34.8,1742084.0,1748808.0,54.4,54.5,Non-Refrigerated Warehouse,50223.0,150923.0,12048202.094594594,12339.0,Non-Refrigerated Warehouse,Compliant,No Issue,514950.0,1233858.0,68.7,1.8,
2019,PORT OF SEATTLE- FISHERMAN'S TERMINAL  (CAMPUS),Campus,47.65561,-122.38063,MAGNOLIA / QUEEN ANNE,1.0,1955,1,302857,302857,0,72.97791381968165,105.7,104.6,29148372.0,28845294.0,283.8,281.0,Self-Storage Facility,109093.0,7901448.0,12048202.094594594,18856.0,Mixed Use Property,Compliant,No Issue,26959741.0,1885554.0,266.3,0.9,
2019,SEVENTY-O-ONE CONDOMINIUM,Multifamily LR (1-4),47.67965,-122.26401,NORTHEAST,4.0,1970,4,144779,144779,0,79.0,25.7,25.8,3727752.0,3737694.0,72.1,72.3,Multifamily Housing,144779.0,1095455.0,12048202.094594594,22504.475928677562,Multifamily LR (1-4),Compliant,No Issue,3737692.0,2247779.528766311,23.0,0.2,
2019,7300 WOODLAWN AVENUE CONDOMINIUM,Multifamily LR (1-4),47.6815,-122.32507,NORTHWEST,6.0,1967,3,20210,20210,0,90.0,27.4,27.2,548347.0,543080.0,64.0,63.3,Multifamily Housing,20000.0,116582.0,12048202.094594594,1453.0,Multifamily LR (1-4),Compliant,No Issue,397777.0,145303.0,10.2,0.5,
2019,J&E APTS,Multifamily LR (1-4),47.53104,-122.26968,SOUTHEAST,2.0,1956,2,21708,21708,0,64.0,66.6,65.8,1444742.0,1428608.0,95.3,94.5,Multifamily Housing,21708.0,92274.0,12048202.094594594,11138.0,Multifamily LR (1-4),Compliant,No Issue,314839.0,1113769.0,61.1,2.8,
2019,SEWARD PARK TOWNHOMES,Multifamily LR (1-4),47.53647,-122.2688,SOUTHEAST,2.0,2006,2,55842,55842,0,39.0,33.7,33.3,1441517.0,1422701.0,94.4,93.2,Multifamily Housing,42762.0,416970.0,12048202.094594594,22504.475928677562,Multifamily LR (1-4),Compliant,No Issue,1422701.0,2247779.528766311,8.8,0.2,
2019,SHANNON CONDOMINIUM,Multifamily HR (10+),47.62464,-122.32444,EAST,3.0,1970,12,97160,81857,15303,19.0,41.3,40.5,4456108.0,4372233.0,115.5,113.4,Multifamily Housing,108000.0,1281428.0,12048202.094594594,22504.475928677562,Multifamily HR (10+),Compliant,No Issue,4372232.0,2247779.528766311,27.0,0.3,
2019,SHEFFIELD CONDOMINIUM,Multifamily LR (1-4),47.61991,-122.3098,SHARED: CENTRAL &amp; EAST,1.0,1929,4,23875,23875,0,61.0,58.3,56.7,1391108.0,1354489.0,78.7,77.1,Multifamily Housing,23875.0,70127.0,12048202.094594594,11152.0,Multifamily LR (1-4),Compliant,No Issue,239273.0,1115216.0,60.7,2.5,
2019,SHILSHOLE VIEW CONDOMINIUM,Multifamily LR (1-4),47.67334,-122.40606,BALLARD,1.0,1999,4,22763,22763,0,72.97791381968165,16.6,16.5,412318.0,408864.0,46.5,46.1,Multifamily Housing,21804.0,119831.0,12048202.094594594,22504.475928677562,Multifamily LR (1-4),Not Compliant,Account Requires Verification,408864.0,2247779.528766311,2.5,0.1,
2019,SHIP CANAL OFFICE CENTER,NonResidential,47.65103,-122.35541,LAKE UNION,6.0,1989,3,48924,48924,0,56.0,77.3,76.4,2422880.0,2394282.0,143.3,142.8,Office,31325.0,328316.0,12048202.094594594,12741.0,Office,Compliant,No Issue,1120214.0,1274068.0,74.6,1.5,
2019,THE SIENA CONDOMINIUM,Multifamily MR (5-9),47.62177,-122.35636,MAGNOLIA / QUEEN ANNE,7.0,2001,6,22551,22551,0,74.0,38.7,38.8,873040.0,874544.0,100.6,100.7,Multifamily Housing,22551.0,226528.0,12048202.094594594,1016.0,Multifamily MR (5-9),Compliant,No Issue,772914.0,101630.0,10.2,0.5,
2019,SIENA DEL LAGO CONDOMINIUM,Multifamily LR (1-4),47.63794,-122.32867,LAKE UNION,4.0,1989,2,21643,21643,0,72.97791381968165,44.2,43.7,955611.0,945169.0,67.7,67.2,Multifamily Housing,21643.0,77399.0,12048202.094594594,6811.0,Multifamily LR (1-4),Compliant,No Issue,264085.0,681084.0,37.8,1.7,
2019,SIGNATURE PLACE CONDOMINIUM,Multifamily LR (1-4),47.62657,-122.35334,MAGNOLIA / QUEEN ANNE,7.0,1994,4,26964,22660,4304,97.0,25.8,25.9,584311.0,586451.0,55.9,56.0,Multifamily Housing,22664.0,109314.0,12048202.094594594,2135.0,Multifamily LR (1-4),Compliant,No Issue,372980.0,213471.0,13.6,0.6,
2019,SITE 17,Multifamily MR (5-9),47.61386,-122.3489,DOWNTOWN,7.0,1998,8,139301,139301,0,72.97791381968165,33.8,33.9,3298810.0,3309718.0,91.0,91.4,Multifamily Housing,94506.0,911167.0,12048202.094594594,2008.0,Multifamily MR (5-9),Compliant,No Issue,3108902.0,200816.0,29.8,0.2,
2019,AREIS BUILDING,NonResidential,47.64168,-122.32562,LAKE UNION,4.0,1959,4,50333,32297,18036,78.0,31.8,31.9,1599768.0,1605496.0,89.0,89.3,Office,50333.0,470544.0,12048202.094594594,22504.475928677562,Office,Compliant,No Issue,1605496.0,2247779.528766311,9.9,0.3,
2019,2324 EASTLAKE,NonResidential,47.6404,-122.32553,LAKE UNION,4.0,1986,4,57432,35526,21906,72.97791381968165,59.3,59.2,2025969.0,2021244.0,166.1,165.7,Office,34160.0,592393.0,12048202.094594594,22504.475928677562,Office,Compliant,No Issue,2021244.0,2247779.528766311,12.5,0.4,
2019,2300 EASTLAKE,NonResidential,47.63995,-122.32557,LAKE UNION,4.0,1969,3,25912,17956,7956,72.97791381968165,49.9,49.9,865113.0,865113.0,139.8,139.8,Office,17332.0,253550.0,12048202.094594594,22504.475928677562,Office,Compliant,No Issue,865113.0,2247779.528766311,5.3,0.3,
2019,STEWART MANOR,Multifamily MR (5-9),47.54539,-122.37544,DELRIDGE NEIGHBORHOODS,1.0,1968,6,49510,49510,0,28.0,56.9,56.4,2819043.0,2794416.0,142.3,141.0,Multifamily Housing,49510.0,678010.0,12048202.094594594,4810.0,Multifamily MR (5-9),Compliant,No Issue,2313370.0,481046.0,39.8,0.8,
2019,ALDER CREST APTS.,Multifamily LR (1-4),47.54371,-122.37605,DELRIDGE NEIGHBORHOODS,1.0,1977,3,23664,23664,0,27.0,50.0,49.4,1105684.0,1092633.0,139.9,138.3,Multifamily Housing,22124.0,320232.0,12048202.094594594,22504.475928677562,Multifamily LR (1-4),Compliant,No Issue,1092633.0,2247779.528766311,6.7,0.3,
2019,"SGT JOSE CANGAS, SR. APARTMENTS",Multifamily LR (1-4),47.54733,-122.37377,DELRIDGE NEIGHBORHOODS,1.0,2006,3,42169,41369,800,67.0,31.1,30.9,1140925.0,1131170.0,87.2,86.5,Multifamily Housing,36628.0,331527.0,12048202.094594594,22504.475928677562,Multifamily LR (1-4),Compliant,No Issue,1131170.0,2247779.528766311,7.0,0.2,
2019,PROVIDENCE ELIZABETH HOUSE,Multifamily LR (1-4),47.54634,-122.37349,DELRIDGE NEIGHBORHOODS,1.0,2006,4,56334,56334,0,84.0,32.8,32.7,1867199.0,1864419.0,72.3,72.3,Multifamily Housing,56934.0,361734.0,12048202.094594594,6302.0,Multifamily LR (1-4),Compliant,No Issue,1234237.0,630182.0,41.1,0.7,
2019,BRIDGE PARK HOLIDAY RETIREMENT,Multifamily LR (1-4),47.54542,-122.3734,DELRIDGE NEIGHBORHOODS,1.0,2008,3,144682,144682,0,98.0,34.8,35.0,5039922.0,5068384.0,77.5,78.1,Senior Care Community,120513.0,1000906.0,12048202.094594594,16533.0,Multifamily LR (1-4),Compliant,No Issue,3415091.0,1653291.0,108.9,0.8,
2019,WESTWOOD CHRISTIAN COMMUNITY,NonResidential,47.51989,-122.35489,DELRIDGE NEIGHBORHOODS,1.0,1963,1,23706,23706,0,72.0,18.5,18.2,439305.0,430487.0,30.8,30.4,Worship Facility,23706.0,45086.0,12048202.094594594,2767.0,Worship Facility,Compliant,No Issue,153835.0,276652.0,15.6,0.7,
2019,HIGHLAND QUEEN ANNE,Multifamily MR (5-9),47.62742,-122.35361,MAGNOLIA / QUEEN ANNE,7.0,1963,5,27288,27288,0,64.0,50.2,49.4,1370653.0,1349296.0,80.3,79.5,Multifamily Housing,27288.0,126161.0,12048202.094594594,9188.0,Multifamily MR (5-9),Compliant,No Issue,430463.0,918833.0,51.5,1.9,
2019,ANNE VISTA APTS,Multifamily LR (1-4),47.58229,-122.40147,SOUTHWEST,1.0,1957,3,20184,20184,0,100.0,8.3,8.2,166853.0,166255.0,23.1,23.1,Multifamily Housing,20184.0,48726.0,12048202.094594594,22504.475928677562,Multifamily LR (1-4),Compliant,No Issue,166254.0,2247779.528766311,1.0,0.1,
2019,OLD FAUNTLEROY SCHOOLHOUSE,NonResidential,47.5219,-122.38787,SOUTHWEST,1.0,1917,1,49066,49066,0,72.97791381968165,84.2,81.9,4125026.0,4014044.0,104.9,102.5,Social/Meeting Hall,49000.0,135204.0,12048202.094594594,35527.0,Social/Meeting Hall,Compliant,No Issue,461316.0,3552728.0,191.5,3.9,
2019,Fauntleroy Church United Church of Christ,NonResidential,47.52097,-122.38688,SOUTHWEST,1.0,1952,3,30740,30740,0,72.97791381968165,43.6,42.8,1740162.0,1707108.0,72.0,71.1,Worship Facility,28293.0,175363.0,12048202.094594594,11088.0,Worship Facility,Compliant,No Issue,598338.0,1108770.0,62.6,2.0,
2019,STARLITER,Multifamily LR (1-4),47.52481,-122.26961,SOUTHEAST,2.0,1962,4,21540,21540,0,47.0,39.6,39.1,853584.0,842588.0,111.0,109.5,Multifamily Housing,21540.0,246949.0,12048202.094594594,22504.475928677562,Multifamily LR (1-4),Compliant,No Issue,842589.0,2247779.528766311,5.2,0.2,
2019,LAKE WASHINGTON APARTMENTS,Multifamily LR (1-4),47.52175,-122.26466,SOUTHEAST,1.0,1947,2,332900,332900,0,29.0,47.2,46.6,13267960.0,13120569.0,132.1,130.6,Multifamily Housing,281280.0,3845419.0,12048202.094594594,22504.475928677562,Multifamily LR (1-4),Compliant,No Issue,13120570.0,2247779.528766311,80.9,0.2,
2019,NORTH BEACH (SPS-DISTRICT),SPS-District K-12,47.69497,-122.38704,BALLARD,6.0,1958,1,39971,39971,0,44.0,55.2,53.7,2353079.0,2290856.0,90.2,88.3,K-12 School,42659.0,227659.0,12048202.094594594,15141.0,K-12 School,Compliant,No Issue,776773.0,1514084.0,85.2,2.1,
2019,DOMAINE,Multifamily MR (5-9),47.64163,-122.34634,MAGNOLIA / QUEEN ANNE,7.0,2006,6,67796,56035,11761,13.0,75.7,75.6,4243752.0,4238490.0,171.4,171.7,Multifamily Housing,56035.0,865991.0,12048202.094594594,12837.0,Multifamily MR (5-9),Compliant,No Issue,2954760.0,1283729.0,86.4,1.5,
2019,THE HUDSON,Multifamily LR (1-4),47.64115,-122.34575,MAGNOLIA / QUEEN ANNE,1.0,1987,4,120693,112150,8543,85.0,32.2,32.0,3607776.0,3590533.0,71.5,71.0,Multifamily Housing,112150.0,702480.0,12048202.094594594,11937.0,Multifamily LR (1-4),Compliant,No Issue,2396861.0,1193672.0,78.2,0.7,
2019,SALMON BAY TERMINALS - RSVP BLDG,NonResidential,47.65649,-122.37507,MAGNOLIA / QUEEN ANNE,7.0,1948,1,46970,46970,0,72.97791381968165,10.6,10.6,499239.0,499239.0,29.8,29.8,Non-Refrigerated Warehouse,46970.0,146319.0,12048202.094594594,22504.475928677562,Non-Refrigerated Warehouse,Not Compliant,Default Data,499239.0,2247779.528766311,3.1,0.1,
2019,INTERBAY URBAN CENTER SHOPS,NonResidential,47.63542,-122.37701,MAGNOLIA / QUEEN ANNE,1.0,2008,1,21301,21301,0,72.97791381968165,75.6,76.1,1530445.0,1539496.0,211.7,212.9,Strip Mall,20243.0,451200.0,12048202.094594594,22504.475928677562,Strip Mall,Compliant,No Issue,1539496.0,2247779.528766311,9.5,0.4,
2019,BUILDERS HARDWARE STORE,NonResidential,47.6331,-122.37582,MAGNOLIA / QUEEN ANNE,7.0,1931,1,47554,47554,0,72.97791381968165,33.2,33.2,1033411.0,1033620.0,77.0,77.0,Non-Refrigerated Warehouse,18133.0,219181.0,12048202.094594594,2858.0,Non-Refrigerated Warehouse,Compliant,No Issue,747845.0,285775.0,19.8,0.4,
2019,1419 ELLIOTT AVE,NonResidential,47.63063,-122.37428,MAGNOLIA / QUEEN ANNE,7.0,1979,2,43016,37616,5400,95.0,34.7,34.5,1490698.0,1485611.0,42.6,42.5,Office,43016.0,45092.0,12048202.094594594,13318.0,Office,Compliant,No Issue,153854.0,1331757.0,71.7,1.9,
2019,1430-1448 Elliott Ave W,NonResidential,47.63128,-122.37387,MAGNOLIA / QUEEN ANNE,7.0,1940,2,20671,20671,0,96.0,26.4,26.2,545908.0,542070.0,42.2,42.0,Office,20671.0,50248.0,12048202.094594594,3706.0,Office,Compliant,No Issue,171446.0,370624.0,20.7,1.0,
2019,16TH AVENUE TOWNHOMES CONDOMINIUM,Multifamily LR (1-4),47.60194,-122.31115,CENTRAL,3.0,1985,2,24150,24150,0,88.0,28.0,27.2,562935.0,547174.0,78.3,76.1,Multifamily Housing,20125.0,160367.0,12048202.094594594,22504.475928677562,Multifamily LR (1-4),Compliant,No Issue,547174.0,2247779.528766311,3.4,0.1,
2019,TILE FOR LESS,NonResidential,47.58065,-122.33356,GREATER DUWAMISH,1.0,1927,1,21600,21600,0,67.0,24.9,24.2,538247.0,523558.0,39.5,38.6,Non-Refrigerated Warehouse,21600.0,47576.0,12048202.094594594,3612.0,Non-Refrigerated Warehouse,Compliant,No Issue,162329.0,361229.0,20.2,0.9,
2019,615 EAST PIKE ST CONDOMINIUM,Multifamily MR (5-9),47.61393,-122.32384,EAST,3.0,1999,5,30418,30418,0,72.97791381968165,22.7,22.6,487853.0,485976.0,63.6,63.4,Multifamily Housing,21474.0,142432.0,12048202.094594594,22504.475928677562,Multifamily MR (5-9),Compliant,No Issue,485977.0,2247779.528766311,3.0,0.1,
2019,660 WEST OLYMPIC PLACE CONDOMINIUM,Multifamily LR (1-4),47.62812,-122.3665,MAGNOLIA / QUEEN ANNE,7.0,2000,4,21754,21754,0,72.97791381968165,53.1,53.1,1019181.0,1019181.0,101.9,101.9,Multifamily Housing,19189.0,148332.0,12048202.094594594,5131.0,Multifamily LR (1-4),Compliant,No Issue,506107.0,513074.0,30.4,1.4,
2019,SKANDIA WEST CONDOMINIUM,Multifamily LR (1-4),47.67472,-122.39807,BALLARD,6.0,1997,3,29378,29378,0,48.0,37.5,37.1,922165.0,911634.0,82.2,81.4,Multifamily Housing,24589.0,174992.0,12048202.094594594,3146.0,Multifamily LR (1-4),Compliant,No Issue,597073.0,314561.0,20.4,0.7,
2019,WALLINGFORD RETAIL AND OFFICE BUILDING,NonResidential,47.66116,-122.34172,LAKE UNION,4.0,1916,3,31774,31774,0,78.0,46.0,46.1,1558078.0,1558352.0,119.2,119.2,Office,19896.0,401513.0,12048202.094594594,1884.0,Office,Compliant,No Issue,1369962.0,188390.0,18.5,0.6,
2019,Stone Way Apartments,Multifamily LR (1-4),47.66124,-122.3435,LAKE UNION,4.0,2006,4,106218,79364,26854,78.0,45.7,45.2,3100266.0,3067722.0,94.5,93.6,Multifamily Housing,67842.0,523466.0,12048202.094594594,12817.0,Multifamily LR (1-4),Compliant,No Issue,1786067.0,1281655.0,79.1,1.0,
2019,UNIVERSITY HOUSE - WALLINGFORD,Multifamily MR (5-9),47.66032,-122.34149,LAKE UNION,4.0,1997,5,217146,159507,57639,32.0,51.1,50.8,8155588.0,8104793.0,109.7,108.8,Multifamily Housing,154063.0,1481894.0,12048202.094594594,30486.0,Multifamily MR (5-9),Compliant,No Issue,5056222.0,3048570.0,193.1,1.2,
2019,HIGHLAND TERRACE CONDOMINIUM,Multifamily LR (1-4),47.69248,-122.30599,NORTH,5.0,1979,2,33852,33852,0,83.0,27.7,27.3,936205.0,923616.0,77.4,76.4,Multifamily Housing,33852.0,270696.0,12048202.094594594,22504.475928677562,Multifamily LR (1-4),Compliant,No Issue,923616.0,2247779.528766311,5.7,0.2,
2019,ELSKAN APTS,Multifamily LR (1-4),47.69084,-122.37757,BALLARD,6.0,1976,3,20599,17514,3085,72.97791381968165,29.1,28.9,510495.0,505849.0,81.6,80.9,Multifamily Housing,17514.0,148256.0,12048202.094594594,22504.475928677562,Multifamily LR (1-4),Compliant,No Issue,505849.0,2247779.528766311,3.1,0.2,
2019,HIGHLANDER THE CONDOMINIUM,Multifamily HR (10+),47.62395,-122.32442,EAST,3.0,1965,11,66150,54860,11290,46.0,35.0,35.2,2318211.0,2330820.0,98.1,98.7,Multifamily Housing,66150.0,683124.0,12048202.094594594,22504.475928677562,Multifamily HR (10+),Compliant,No Issue,2330820.0,2247779.528766311,14.4,0.3,
2019,ASTOR COURT,Multifamily LR (1-4),47.62339,-122.31337,EAST,3.0,1926,3,29896,25507,4389,47.0,30.4,30.1,774250.0,766712.0,85.0,84.2,Multifamily Housing,25507.0,224710.0,12048202.094594594,22504.475928677562,Multifamily LR (1-4),Compliant,No Issue,766712.0,2247779.528766311,4.7,0.2,
2019,ANDREWS APARTMENTS,Multifamily LR (1-4),47.62404,-122.31448,EAST,3.0,1910,3,20022,20022,0,92.0,38.6,38.0,772075.0,760531.0,82.6,81.2,Multifamily Housing,20022.0,138513.0,12048202.094594594,2879.0,Multifamily LR (1-4),Compliant,No Issue,472608.0,287923.0,18.2,0.9,
